phase,topology,attacker_name,status,attacker_model,defender_model,csv_log,total_timesteps,duration_sec,error
defender_matrix,dmz,hub_and_spoke,success,,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200601_905229.zip,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_200601_905229.csv,500000,,
defender_matrix,dmz,hub_and_spoke,success,,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200658_121261.zip,experiments/20260820_005936/defenders/dmz/vs_hub_and_spoke/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_200658_121261.csv,500000,,
defender_matrix,dmz,dmz,success,,experiments/20260820_005936/defenders/dmz/vs_dmz/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_172658_802060.zip,experiments/20260820_005936/defenders/dmz/vs_dmz/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_172658_802060.csv,500000,,
defender_matrix,dmz,dmz,success,,experiments/20260820_005936/defenders/dmz/vs_dmz/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_173036_815149.zip,experiments/20260820_005936/defenders/dmz/vs_dmz/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_173036_815149.csv,500000,,
defender_matrix,dmz,dmz,success,,experiments/20260820_005936/defenders/dmz/vs_dmz/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_173043_163164.zip,experiments/20260820_005936/defenders/dmz/vs_dmz/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_173043_163164.csv,500000,,
defender_matrix,dmz,dmz,success,,experiments/20260820_005936/defenders/dmz/vs_dmz/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200711_362622.zip,experiments/20260820_005936/defenders/dmz/vs_dmz/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_200711_362622.csv,500000,,
defender_matrix,dmz,dmz,success,,experiments/20260820_005936/defenders/dmz/vs_dmz/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200745_076816.zip,experiments/20260820_005936/defenders/dmz/vs_dmz/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_200745_076816.csv,500000,,
defender_matrix,dmz,micro_segmented,success,,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_181152_583348.zip,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_181152_583348.csv,500000,,
defender_matrix,dmz,micro_segmented,success,,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_181216_749569.zip,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_181216_749569.csv,500000,,
defender_matrix,dmz,micro_segmented,success,,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_181348_067048.zip,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_181348_067048.csv,500000,,
defender_matrix,dmz,micro_segmented,success,,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200759_747705.zip,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_200759_747705.csv,500000,,
defender_matrix,dmz,micro_segmented,success,,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200844_934018.zip,experiments/20260820_005936/defenders/dmz/vs_micro_segmented/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_200844_934018.csv,500000,,
defender_matrix,dmz,super,success,,experiments/20260820_005936/defenders/dmz/vs_super/seed0/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_181507_366111.zip,experiments/20260820_005936/defenders/dmz/vs_super/seed0/training_log_CyberBattleDMZ_thesis_v0_20260820_181507_366111.csv,500000,,
defender_matrix,dmz,super,success,,experiments/20260820_005936/defenders/dmz/vs_super/seed1/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_182015_853684.zip,experiments/20260820_005936/defenders/dmz/vs_super/seed1/training_log_CyberBattleDMZ_thesis_v0_20260820_182015_853684.csv,500000,,
defender_matrix,dmz,super,success,,experiments/20260820_005936/defenders/dmz/vs_super/seed2/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_182032_386195.zip,experiments/20260820_005936/defenders/dmz/vs_super/seed2/training_log_CyberBattleDMZ_thesis_v0_20260820_182032_386195.csv,500000,,
defender_matrix,dmz,super,success,,experiments/20260820_005936/defenders/dmz/vs_super/seed3/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_200905_184497.zip,experiments/20260820_005936/defenders/dmz/vs_super/seed3/training_log_CyberBattleDMZ_thesis_v0_20260820_200905_184497.csv,500000,,
defender_matrix,dmz,super,success,,experiments/20260820_005936/defenders/dmz/vs_super/seed4/ppo_defender_CyberBattleDMZ_thesis_v0_20260820_211213_548911.zip,experiments/20260820_005936/defenders/dmz/vs_super/seed4/training_log_CyberBattleDMZ_thesis_v0_20260820_211213_548911.csv,500000,,
defender_matrix,micro_segmented,chain,success,,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_190336_851308.zip,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_190336_851308.csv,500000,,
defender_matrix,micro_segmented,chain,success,,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_190423_733460.zip,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_190423_733460.csv,500000,,
defender_matrix,micro_segmented,chain,success,,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_190546_274280.zip,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_190546_274280.csv,500000,,
defender_matrix,micro_segmented,chain,success,,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211342_549222.zip,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211342_549222.csv,500000,,
defender_matrix,micro_segmented,chain,success,,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211419_971956.zip,experiments/20260820_005936/defenders/micro_segmented/vs_chain/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211419_971956.csv,500000,,
defender_matrix,micro_segmented,flat,success,,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_190704_954347.zip,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_190704_954347.csv,500000,,
defender_matrix,micro_segmented,flat,success,,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_191214_465981.zip,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_191214_465981.csv,500000,,
defender_matrix,micro_segmented,flat,success,,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_191217_328794.zip,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_191217_328794.csv,500000,,
defender_matrix,micro_segmented,flat,success,,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211441_875691.zip,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211441_875691.csv,500000,,
defender_matrix,micro_segmented,flat,success,,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211456_874048.zip,experiments/20260820_005936/defenders/micro_segmented/vs_flat/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211456_874048.csv,500000,,
defender_matrix,micro_segmented,hub_and_spoke,success,,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_195053_624448.zip,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_195053_624448.csv,500000,,
defender_matrix,micro_segmented,hub_and_spoke,success,,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_195222_987905.zip,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_195222_987905.csv,500000,,
defender_matrix,micro_segmented,hub_and_spoke,success,,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_195418_343064.zip,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_195418_343064.csv,500000,,
defender_matrix,micro_segmented,hub_and_spoke,success,,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211520_161154.zip,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211520_161154.csv,500000,,
defender_matrix,micro_segmented,hub_and_spoke,success,,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_211610_866402.zip,experiments/20260820_005936/defenders/micro_segmented/vs_hub_and_spoke/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_211610_866402.csv,500000,,
defender_matrix,micro_segmented,dmz,success,,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_195503_895268.zip,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_195503_895268.csv,500000,,
defender_matrix,micro_segmented,dmz,success,,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_200215_354514.zip,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_200215_354514.csv,500000,,
defender_matrix,micro_segmented,dmz,success,,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_200215_693551.zip,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_200215_693551.csv,500000,,
defender_matrix,micro_segmented,dmz,success,,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_221941_241604.zip,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_221941_241604.csv,500000,,
defender_matrix,micro_segmented,dmz,success,,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_222035_780102.zip,experiments/20260820_005936/defenders/micro_segmented/vs_dmz/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_222035_780102.csv,500000,,
defender_matrix,micro_segmented,micro_segmented,success,,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_204056_361321.zip,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_204056_361321.csv,500000,,
defender_matrix,micro_segmented,micro_segmented,success,,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_204244_143713.zip,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_204244_143713.csv,500000,,
defender_matrix,micro_segmented,micro_segmented,success,,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_204346_802017.zip,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_204346_802017.csv,500000,,
defender_matrix,micro_segmented,micro_segmented,success,,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_222217_982441.zip,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_222217_982441.csv,500000,,
defender_matrix,micro_segmented,micro_segmented,success,,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_222223_855605.zip,experiments/20260820_005936/defenders/micro_segmented/vs_micro_segmented/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_222223_855605.csv,500000,,
defender_matrix,micro_segmented,super,success,,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed0/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_204424_001009.zip,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed0/training_log_CyberBattleMicroSeg_thesis_v0_20260820_204424_001009.csv,500000,,
defender_matrix,micro_segmented,super,success,,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed1/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_205126_246051.zip,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed1/training_log_CyberBattleMicroSeg_thesis_v0_20260820_205126_246051.csv,500000,,
defender_matrix,micro_segmented,super,success,,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed2/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_205148_370907.zip,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed2/training_log_CyberBattleMicroSeg_thesis_v0_20260820_205148_370907.csv,500000,,
defender_matrix,micro_segmented,super,success,,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed3/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_222243_183158.zip,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed3/training_log_CyberBattleMicroSeg_thesis_v0_20260820_222243_183158.csv,500000,,
defender_matrix,micro_segmented,super,success,,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed4/ppo_defender_CyberBattleMicroSeg_thesis_v0_20260820_222254_711975.zip,experiments/20260820_005936/defenders/micro_segmented/vs_super/seed4/training_log_CyberBattleMicroSeg_thesis_v0_20260820_222254_711975.csv,500000,,
